0	0
8580	1177
5131	657
4466	755
3669	470
6932	988
5551	995
11253	1214
10014	1083
10040	1111
15504	2068
4641	570
7205	864
2784	537
12675	1444
4118	554
2459	458
14073	1756
3824	559
2461	443
6904	907
7742	1006
5097	816
7473	996
7271	1090
3171	538
783	179
2895	426
3464	496
6577	1063
6855	1235
7801	987
8261	927
1550	306
900	156
2565	421
3064	420
3533	666
2610	420
852	177
1240	209
8556	1093
8580	1177
0	0
3561	597
7938	1492
5943	1052
6942	1140
2514	447
8712	994
7473	862
7499	890
8681	1593
5875	1103
7843	1217
5644	1153
8058	1252
5341	1080
7223	1371
20774	2966
10525	1768
7226	1356
3822	580
837	163
7850	1225
4392	669
5419	873
9872	1747
9096	1184
6818	906
7387	976
9498	1507
4234	712
8439	1340
8925	1333
8169	1098
7514	1353
4861	973
9764	1629
8298	1579
6868	1055
9076	1212
8431	1101
8888	1317
5131	657
3561	597
0	0
8284	1285
6763	911
8852	1283
5021	874
6322	647
5082	516
5109	544
11959	2147
6562	865
9125	1159
6344	962
10443	1701
6038	849
7900	1174
21491	2743
11242	1545
7903	1159
1752	339
2590	437
9132	1167
2321	427
7804	1322
10589	1524
7025	943
4748	665
5317	734
10780	1449
6619	1161
9721	1282
10181	1222
6098	857
8318	1143
5538	776
10482	1406
8975	1382
4797	814
7005	970
6361	859
6817	1075
4466	755
7938	1492
8284	1285
0	0
4972	720
5091	815
6056	1067
12556	1464
11317	1333
11343	1361
11854	1945
2264	473
2743	468
1794	321
9025	1321
2551	482
2708	456
13652	1870
5393	831
2507	379
8207	1157
7168	1342
1905	292
8776	1246
5431	919
5946	967
4442	723
4198	677
4767	747
2115	367
6928	1181
2164	423
3525	699
3765	631
4547	696
3077	494
5839	856
3306	572
5773	936
3692	608
3899	668
11331	1528
3669	470
5943	1052
6763	911
4972	720
0	0
6970	997
3384	551
7585	758
6346	627
6372	655
15543	2077
4680	580
7244	873
4463	677
9225	1479
4157	564
6019	888
19610	2457
9361	1260
6022	873
3236	451
4074	550
7251	882
3805	540
5155	877
8708	1239
5144	657
2867	379
3436	449
8899	1163
5401	939
7840	996
8300	937
4217	572
6437	857
3657	491
8601	1121
7094	1097
4840	757
5124	685
4479	574
7077	1093
6932	988
6942	1140
8852	1283
5091	815
6970	997
0	0
4709	876
12631	1425
11392	1294
11418	1322
8385	1421
2322	427
3310	503
3565	666
5556	797
3760	745
6509	986
19503	2390
9611	1439
6307	909
8281	1119
6738	1114
3317	512
8851	1207
2727	518
8957	1418
6550	916
4273	638
4842	708
4966	793
4224	780
3907	626
4355	611
5023	807
6600	1023
3947	644
8850	1300
7380	1133
7882	1138
5745	935
5886	833
12123	1760
5551	995
2514	447
5021	874
6056	1067
3384	551
4709	876
0	0
9358	1107
8119	976
8145	1003
9586	1691
3994	685
5614	943
3762	735
6180	1006
3459	663
5342	954
18892	2548
8643	1351
5344	938
5009	800
2458	410
5621	952
5578	888
3191	599
7990	1330
5565	869
3287	591
3856	661
7269	1234
2356	465
6211	1066
7613	1042
4055	719
5632	935
2979	556
7883	1212
6416	1162
6896	1091
4777	847
4900	786
8850	1443
11253	1214
8712	994
6322	647
12556	1464
7585	758
12631	1425
9358	1107
0	0
2179	291
2725	317
16376	2306
10968	1201
13531	1494
10750	1298
19002	2074
10445	1185
12307	1509
23559	2781
14000	1657
12309	1494
6800	769
9097	1087
13538	1503
7443	875
13598	1720
12768	1453
11432	1278
9154	1000
9723	1070
15187	1784
13125	1810
14128	1617
14588	1558
10505	1193
12724	1478
9945	1112
13301	1541
13382	1718
10063	1282
11412	1306
10767	1195
8382	971
10014	1083
7473	862
5082	516
11317	1333
6346	627
11392	1294
8119	976
2179	291
0	0
2057	244
15455	2188
10300	1128
12864	1421
10083	1225
18334	2001
9777	1112
11639	1436
24801	2929
14981	1808
11641	1421
6132	696
8429	1014
12871	1430
6775	802
12930	1647
14010	1601
10764	1205
8487	927
9056	997
14519	1711
12457	1737
13460	1544
13920	1485
9837	1120
12056	1405
9277	1039
14220	1669
12714	1645
9396	1209
10744	1233
10099	1122
9624	1119
10040	1111
7499	890
5109	544
11343	1361
6372	655
11418	1322
8145	1003
2725	317
2057	244
0	0
19106	2382
8243	884
10807	1178
8026	981
16277	1757
7720	868
9582	1193
23173	2762
12924	1564
9585	1178
4076	452
6372	770
10814	1186
4718	559
10873	1404
12271	1543
8707	961
6430	683
6999	753
12462	1468
10401	1494
11403	1301
11863	1241
7780	876
10000	1162
7220	795
12164	1425
10657	1401
7339	966
8687	989
8042	878
9358	1227
15504	2068
8681	1593
11959	2147
11854	1945
15543	2077
8385	1421
9586	1691
16376	2306
15455	2188
19106	2382
0	0
10856	1497
11418	1627
12083	1734
5102	917
12278	1813
14826	2104
23640	3107
16505	2530
13923	2029
12376	2143
9391	1726
11425	1635
12945	2231
8608	1414
17474	2481
15067	1979
12790	1701
13359	1771
10882	1660
7422	1253
9898	1579
8492	1328
13540	1869
15117	2086
12464	1707
17367	2362
14417	2271
16399	2201
14262	1997
14402	1896
20640	2823
4641	570
5875	1103
6562	865
2264	473
4680	580
2322	427
3994	685
10968	1201
10300	1128
8243	884
10856	1497
0	0
3346	497
1974	397
7193	1136
2168	337
3987	615
17537	2210
7289	1012
3989	600
5959	692
6798	791
3353	506
6529	780
3209	642
6635	992
4228	490
1951	212
2520	282
5001	787
5068	862
3942	620
4402	561
2701	380
4278	597
1625	218
6528	873
5062	824
5560	712
3423	508
3563	407
9800	1334
7205	864
7843	1217
9125	1159
2743	468
7244	873
3310	503
5614	943
13531	1494
12864	1421
10807	1178
11418	1627
3346	497
0	0
3544	496
6861	813
3738	576
5864	830
17595	2076
9589	1264
5662	753
8259	943
6699	1048
2673	355
8829	1032
2688	451
8935	1243
6528	741
4251	463
4820	533
4450	610
4185	714
3282	426
2447	296
5001	632
6578	848
3925	469
8828	1125
6735	976
7860	963
5723	759
5863	658
12100	1585
2784	537
5644	1153
6344	962
1794	321
4463	677
3565	666
3762	735
10750	1298
10083	1225
8026	981
12083	1734
1974	397
3544	496
0	0
9311	1138
1096	234
2047	387
14931	2063
5876	885
1839	291
6217	872
5280	1053
2425	399
6786	960
3905	780
5223	864
2759	497
2208	391
2777	461
3909	705
5472	1019
4437	681
4897	622
2264	373
2865	470
1188	205
5115	746
2912	515
4091	709
2010	381
2217	442
10608	1419
12675	1444
8058	1252
10443	1701
9025	1321
9225	1479
5556	797
6180	1006
19002	2074
18334	2001
16277	1757
5102	917
7193	1136
6861	813
9311	1138
0	0
7175	896
9724	1187
18538	2190
11403	1613
8820	1112
11696	1264
8478	1265
6323	718
12266	1352
4637	802
12372	1564
9965	1062
7688	784
8257	854
5780	743
4644	643
4796	662
3389	411
8438	953
10015	1169
7362	790
12265	1445
9315	1354
11297	1284
9160	1080
9300	979
15537	1906
4118	554
5341	1080
6038	849
2551	482
4157	564
3760	745
3459	663
10445	1185
9777	1112
7720	868
12278	1813
2168	337
3738	576
1096	234
7175	896
0	0
3144	622
16027	2298
6972	1121
2936	526
6913	912
7752	1011
2450	500
7483	1000
3584	740
6319	1100
3855	732
2905	432
3474	502
5172	803
5080	1002
4114	636
4574	577
3360	608
3961	705
2285	440
6212	982
4008	750
5187	944
3106	617
3313	677
10754	1554
2459	458
7223	1371
7900	1174
2708	456
6019	888
6509	986
5342	954
12307	1509
11639	1436
9582	1193
14826	2104
3987	615
5864	830
2047	387
9724	1187
3144	622
0	0
14827	1993
4969	830
703	156
7432	1074
6496	1255
3339	530
8002	1162
6441	1164
4294	808
2476	459
3424	594
3993	663
4820	776
6688	1221
4809	850
7652	994
1799	367
1937	413
2397	407
4187	690
1775	380
3808	672
1727	344
1933	404
9679	1362
14073	1756
20774	2966
21491	2743
13652	1870
19610	2457
19503	2390
18892	2548
23559	2781
24801	2929
23173	2762
23640	3107
17537	2210
17595	2076
14931	2063
18538	2190
16027	2298
14827	1993
0	0
11680	1455
13732	1902
20954	2638
21792	2736
15410	2187
20155	2645
18010	2576
11714	1495
14648	1872
16945	2157
17514	2226
13651	1833
20196	2809
14501	2010
15503	2091
15356	1956
13260	1609
15906	1994
11199	1383
13499	1914
16843	2174
14762	1846
15290	1939
15722	1926
3824	559
10525	1768
11242	1545
5393	831
9361	1260
9611	1439
8643	1351
14000	1657
14981	1808
12924	1564
16505	2530
7289	1012
9589	1264
5876	885
11403	1613
6972	1121
4969	830
11680	1455
0	0
4266	671
10517	1405
11356	1503
7404	1128
11087	1493
9513	1518
2155	367
4212	639
6509	924
7078	994
5846	935
9760	1576
6741	1092
8102	1368
4920	723
2823	376
5470	761
786	136
3667	604
6406	941
4325	613
4854	706
6164	798
2461	443
7226	1356
7903	1159
2507	379
6022	873
6307	909
5344	938
12309	1494
11641	1421
9585	1178
13923	2029
3989	600
5662	753
1839	291
8820	1112
2936	526
703	156
13732	1902
4266	671
0	0
7393	1045
6456	1226
3138	457
7962	1133
6402	1134
4900	798
2436	430
3384	564
3953	634
3991	669
6648	1192
4607	777
6736	926
1759	338
2542	403
2358	378
4793	680
1072	224
3768	642
1687	315
1894	375
10285	1352
6904	907
3822	580
1752	339
8207	1157
3236	451
8281	1119
5009	800
6800	769
6132	696
4076	452
12376	2143
5959	692
8259	943
6217	872
11696	1264
6913	912
7432	1074
20954	2638
10517	1405
7393	1045
0	0
2988	473
8072	1004
845	169
8131	1222
9529	1362
5965	780
3688	502
4257	572
9720	1286
7016	1196
8661	1119
9121	1059
5038	694
7258	980
4478	613
9422	1243
7915	1219
3955	668
5945	807
5300	697
5974	930
7742	1006
837	163
2590	437
7168	1342
4074	550
6738	1114
2458	410
9097	1087
8429	1014
6372	770
9391	1726
6798	791
6699	1048
5280	1053
8478	1265
7752	1011
6496	1255
21792	2736
11356	1503
6456	1226
2988	473
0	0
7677	1260
3554	506
5214	885
9102	1603
8258	1021
5981	743
6550	813
9325	1541
4029	724
8266	1374
8726	1315
7331	936
6745	1208
4092	829
8995	1484
7529	1435
6031	892
8238	1049
7594	938
8050	1154
5097	816
7850	1225
9132	1167
1905	292
7251	882
3317	512
5621	952
13538	1503
12871	1430
10814	1186
11425	1635
3353	506
2673	355
2425	399
6323	718
2450	500
3339	530
15410	2187
7404	1128
3138	457
8072	1004
7677	1260
0	0
8430	1239
3675	680
7433	1169
4969	801
3852	670
4421	740
2676	541
5171	943
1617	373
3434	526
4292	709
5075	775
3604	572
7326	1051
4107	681
6301	1014
4220	686
4427	746
12818	1724
7473	996
4392	669
2321	427
8776	1246
3805	540
8851	1207
5578	888
7443	875
6775	802
4718	559
12945	2231
6529	780
8829	1032
6786	960
12266	1352
7483	1000
8002	1162
20155	2645
11087	1493
7962	1133
845	169
3554	506
8430	1239
0	0
8721	1329
9364	1360
6554	886
4277	608
4846	678
10309	1393
7586	1291
9250	1226
9710	1166
5627	801
7847	1087
5067	720
10011	1350
8504	1326
4524	763
6534	914
5890	803
4978	878
7271	1090
5419	873
7804	1322
5431	919
5155	877
2727	518
3191	599
